type,start,_end,end,title,description,category,project,keyword,people,places,works,artistic,additional,display temporal,source,displayTemporal,reference,image,VRobject,Event_ID
Biography,1918-01-00,1918-01-00,,Returns to Institute of Civil Engineering.,The School of Warrant Officers of the Corps of Engineers is closed. Sergei Eisenstein returns to his studies of Civil Engineering.,Biography and Personality,,Education,,Russian Soviet Federative Socialist Republic;Russia;St. Petersburg,,,Institute of Civil Engineering;School of Warrant Officers of the Corps of Engineers,January 1918,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 22,January 1918,,,,education_return_Civil_Engineering
Biography,1918-03-18,,,Joins the Red Army.,"Voluntary entry into the Red Army as an engineer for military structures in the 2nd Sappers of the Petrograd rayon, the later 18th Sappers in the 15th Armed Forces Staff. Sergei Eisenstein's father decides to join the White Army at the same time.",Biography and Personality,,Military Involvement,,Russian Soviet Federative Socialist Republic;Russia;St. Petersburg,,,Red Army,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 22,,,P0007,,Red_Army
Biography,1918-00-00,1918-00-00,,Begins reading Freud.,Sergei Eisenstein reads Sigmund Freud's 'Leonardo da Vinci and A Memory of His Childhood'; this marks the beginning of his longstanding engagement with Freud.,Biography and Personality,,Sigmund Freud;Leonardo da Vinci;A Memory of His Childhood;Studying,Sigmund Freud,,,,,1918,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 23,1918,,,,studying_Freud
Graphic,1918-07-02,,,Drawing character and decoration designs.,"Sergei Eisenstein sketches character and decoration designs for a ""Farce from the times of Catherine II. in three acts with prologue"" under the title 'The Slipper, or The Career of Prince Donkeysky'.",Graphic Art,,Farce of the time of Catherine II;Slippers;The Career of Prince Osel'skij;Drawing;Sketch,,,The Slipper٫ or The Career of Prince Donkeysky,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 24,,,,,drawing_designs_slippers
Biography,1918-09-20,,,Meets Maria Pushkina when transferred to the northeastern front.,"The 18th Sappers are transferred to the northeastern front. There Sergei Eisenstein makes the acquaintance of Maria Pushkina. ""In Eisenstein's diaries one constantly encounters the initials M. P.""",Biography and Personality,,M.P.;Maria Pushkina;Journal Entry,Maria Pushkina,Russian Soviet Federative Socialist Republic;Russia;Northeastern Front,,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 24,,,,,meeting_Maria_Puskina
Biography,1918-11-17,1918-11-18,1918-11-18,Visits the Prilutski Monastery at Vologda.,Sergei Eisenstein visits the Prilutski Monastery at Vologda. He later uses the impressions taken in there in the design of 'Ivan the Terrible'.,Biography and Personality;Cinema and Theatre,Ivan Groznyj,Ivan Groznyj;Set Design,,Russian Soviet Federative Socialist Republic;Russia;Vologda;Prilutski Monastery;Travels,Ivan the Terrible,,Set Design,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 24; Eisenstein;Sergei (1995): 'Beyond the stars. The memoirs of Sergei Eisenstein' (Vol. 4);autobiographical writings edited by Richard Taylor. London: British Film Institute;p. 90,,,,,visits_monastery
Cinema,1918-00-00,1920-00-00,1920-00-00,"Set, costume and mask designs for Aristophanes comedies.","Sergei Eisenstein works on set, costume and mask designs for the comedies of Aristophanes 'The Birds', 'The Clouds' and 'Lysistrata'.",Cinema and Theatre;Graphic Art,,Set Design;Costume Design;The Birds;The Clouds and Lysistrata',Aristophanes,,The Birds;The Clouds;Lysistrata,,Costume Design;Set Design;Mask Design,1918 to beginning of 1920,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 24/25,1918 to beginning of 1920,,,,aristophanes
Cinema,1919-01-00,1919-02-00,1919-02-00,"First experiences as director, stage designer and actor.","Sergei Eisenstein's first practical attempts as a director, stage designer and actor in the communist club of Voshega.",Cinema and Theatre,,Set Design;Costume Design,,Russian Soviet Federative Socialist Republic;Russia;Voshega;Communist Club,,,Director;Set Design;Acting,January to February 1919,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 25,January to February 1919,,,,directing_theatre_work
Biography,1919-03-06,,,Experiences a former battlefield when transferred to Dvinsk.,Sergei Eisenstein's unit is moved to Dvinsk. He takes part in the blasting of German fortifications on a former battlefield littered with skeletons. Later he uses this image in the prologue of 'Aleksandr Nevski'.,Biography and Personality;Cinema and Theatre,Aleksandr Nevski,Military Involvement;Aleksandr Nevski,,Latvian Socialist Soviet Republic;Latvia;Dvinsk,Aleksandr Nevski,,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 25,,,,,seeing_former_battlefield
Cinema,1919-06-02,1919-06-14,1919-06-14,Works on designs for 'Queen Theodora'.,"Sergei Eisenstein works on set, masks and costume designs for 'Queen Theodora'; it is either a vaudeville of Victorien Sardou or a dramatization of his own.",Cinema and Theatre;Graphic Art,Queen Theodora,Set Design;Costume Design;Queen Theodora,Victorien Sardou,,Queen Theodora,,Costume Design;Set Design;Mask Design,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 25,,,,,designs_queen_theodora
Cinema,1919-06-11,,,Studies the staging principles of medieval mystery plays.,Sergei Eisenstein tells his mother that he is working on the staging principles of medieval mystery plays.,Cinema and Theatre,,Set Design;Studying,,,,Mystery Play,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 25,,,,,studying_medieval_principles
Cinema,1919-00-00,1919-00-00,,Envisions images later used in 'The Old and the New'/ 'The General Line'.,"One summer day after an ""unusually luxuriant meal"", Sergei Eisenstein falls into a visionary half-sleep; the visions are ""a good five years later [...] in my head not yet blurred [...] the kulak’s ear and the crease in his neck, as big as the whole movie screen, the nose of the other one the size of a house, a huge hand, sleepily helpless over a jug of kvass, a grasshopper the size of a mower - such images were incessantly interwoven with the sarabande of landscapes and rural customs in the film 'The Old and the New'."" (Stationen, p. 107f.)",Cinema and Theatre,General Line,The Old and the New;Dreams,,,The General Line,,,Summer 1919,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 25,Summer 1919,,,,vision_general_line
Cinema,1919-06-00,1920-01-00,1920-01-00,Drafts libretto and designs for 'Les douze heures de Colombine'.,"Sergei Eisenstein drafts a libretto for a pantomime ""grand Colombino-Arlequinade"" 'Les douze heures de Colombine'; designs for set and figurines are created.",Cinema and Theatre;Graphic Art,,Set Design;Pantomime;Grand Colombino-Arlequinade;The twelve hours of Columbina,,,Les douze heures de Colombine,,Costume Design;Set Design;Script,June 1919 to January 1920,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 25,June 1919 to January 1920,,,,writing_designs_columbina
Biography,1919-07-01,,,"Studies Maeterlinck, Schopenhauer and especially Kleist's work on movement.","Sergei Eisenstein is sent to Cholm to build defences. He reads works by Maurice Maeterlinck, Arthur Schopenhauer and the theatre-theoretical writings of Heinrich von Kleist; Kleist's 'On the Marionette Theatre' gives Sergei Eisenstein an initial impetus for later studies of expressive movement, and ""the first two or three guiding principles on biomechanics will continue to follow the path taken by Kleist"".",Biography and Personality;Cinema and Theatre,,Studying;Maurice Maeterlinck;Arthur Schopenhauer;Heinrich von Kleist;On the Marionette Theatre,Maurice Maeterlinck;Arthur Schopenhauer;Heinrich von Kleist,Russian Soviet Federative Socialist Republic;Russia;Cholm,,Movement,,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 25/26,,,,,studying_movement
Cinema,1919-07-00,1919-08-00,1919-08-00,Set designs for 'Princess Maleine'.,Sergei Eisenstein works on set designs for Maurice Maeterlinck's 'Princess Maleine' (1899).,Cinema and Theatre;Graphic Art,,Set Design;Costume Design;Princess Maleine;Maurice Maeterlinck,Maurice Maeterlinck,,Princess Maleine,,Set Design,July to August 1919,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,July to August 1919,,,,designs_maeterlinck
Cinema,1919-10-04,1919-10-05,1919-10-05,Set designs for own intermezzo.,"For an intermezzo, probably written by Sergei Eisenstein himself 'Ein in eine Puppe Verliebter oder Der französische Kavalier', he creates designs for set and figurines.",Cinema and Theatre;Graphic Art,,Set Design;Ein in eine Puppe Verliebter oder Der französische Kavalier,,,,,Intermezzo;Costume Design;Set Design,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,,,,,designs_intermezzo
Cinema,1919-10-00,1919-10-00,,Set designs for 'Brand'.,"Set designs for Henrik Ibsens' 'Brand' (1866), a dramatic poem in five acts.",Cinema and Theatre;Graphic Art,,Set Design;Brand;Henrik Ibsen,Henrik Ibsen,,Brand,,Set Design,October 1919,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,October 1919,,,,designs_brand
Biography,1919-11-00,1919-11-00,,Relocation to Velikie Luki.,In the first half of November Sergei Eisenstein's army department is relocated to Velikie Luki.,Biography and Personality,,Military Involvement,,Russian Soviet Federative Socialist Republic;Russia;Velikie Luki,,,,First half of November 1919,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,First half of November 1919,,,,transfer_velikie_luki
Cinema,1919-11-00,1919-11-00,,Designs for a comedy by Miguel de Cervantes.,Set and costume designs for the comedy 'The Two Gossips' (1614) by Miguel de Cervantes.,Cinema and Theatre;Graphic Art,,Set Design;Costume Design;The Birds;The Clouds and Lysistrata',,,The Two Gossips,,Costume Design;Set Design,November 1919,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,November 1919,,,,designs_cervantes
Biography,1919-11-00,1919-12-00,1919-12-00,Founds an amateur drama group in Velikie Luki.,"Sergei Eisenstein and some soldiers found an amateur drama group and he makes the acquaintance of the painter Konstantin Stepanovich Eliseev, in whose house the local cultural club is located; there theatre performances take place regularly.",Biography and Personality;Cinema and Theatre,,Konstantin Stepanovič Eliseev;Drama group,Konstantin Eliseev,Russian Soviet Federative Socialist Republic;Russia;Velikie Luki;Cultural Club,,,18th Sappers Amateur Drama Group,November or December 1919,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,November or December 1919,,,,founding_drama_group
Cinema,1919-11-30,,,Designs for a stage play.,Costume and mask designs for an unidentified stage play 'Woman for Sale'.,Cinema and Theatre;Graphic Art,A Woman for Sale,Set Design;Costume Design;A Woman for Sale,,,Woman for Sale,,Costume Design;Mask Design,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,,,,,designs_woman_sale
Cinema,1919-12-27,,,Designs for a stage play.,Set and figurine designs for 'Miracle of St. Nicholas'. The author has not been identified.,Cinema and Theatre;Graphic Art,Miracles of St. Nicholas;A Jew and three robbers,Set Design;Costume Design;Miracles of St. Nicholas;A Jew and three robbers,,,Miracle of St. Nicholas,Mystery Play,Costume Design;Set Design,,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26,,,,,designs_st_nicholas
Cinema,1919-00-00,1921-00-00,1921-00-00,From the time between 1919 and 1921 several more plays and designs by Sergei Eisenstein are preserved. ,"In 1919, he creates costume and set designs for a Mystery Play by an unidentified author: 'Notre-Dame'; Set designs for 'Bartholomew Fair' (1613) and 'Volpone' (1605) by Ben Jonson, for 'Peer Gynt' (1867) by Henrik Ibsen; figure designs for 'Eric XIV' (1899) by August Strindberg; set, costume and mask designs for the presumably Old French ""morality of the two Lazarus'"". The dating is uncertain for the sets and costume designs for Gerhart Hauptmann's 'Elga' (1905) and for the comedy 'Nymphs of the Ancient Gardens' , for which costume designs and a cast list has been handed down. The author has not been identified. In 1919 or 1920 Sergei Eisenstein works on drafts for the opera 'Dubrovski' from Eduard Napravnik after a story by Aleksandr Pushkin, on 'A Play about George the Brave' by Vasili Rozanov and the drama 'The King’s Barber' by Anatoli V. Lunacharski; for the drama 'Savva' (1907) by Leonid N. Andreev sketches are created. Between 1919 and 1921, Sergei Eisenstein writes 'Comedy of Power-Queen Isabella', for which, in addition to designs for equipment, stage directions have been handed down. In 1919 or 1921, Sergei Eisenstein works on sets for Vladimir V. Maiakovski's 'Mystery-Bouffe' (1918).",Cinema and Theatre;Graphic Art,Dubrovski,Set Design;Costume Design;Notre Dame;The Bartholomew Market;Volpone;Ben Jonson;Peer Gynt;Eric XIV;August Strindberg;Gerhart Hauptmann;Elga;The Nymphs of the Old Park;Dubrovski;The play of the brave Georg;Rozanov;The Royal Barber;Anatoli V. Lunacharski;Savva;Leonid N. Andreev;The Comedy of Power or Queen Isabella;Vladimir V. Mayakovskij;Mysterium buffo,Ben Jonson;Henrik Ibsen;August Strindberg;Gerhart Hauptmann;Eduard Napravnik;Aleksandr Pushkin;Vasili Rozanov;Anatoli Lunacharski;Leonid Andreev;Vladimir Maiakovski,,Notre-Dame;Bartholomew Fair;Volpone;Peer Gynt;Eric XIV;Morality play about Lazarus;Elga;Nymphs of the Ancient Gardens;Dubrovski;A Play about George the Brave;The King’s Barber;Savva;Comedy of Power-Queen Isabella;Mystery-Bouffe,Mystery Play,Costume Design;Set Design;Mask Design;Scene Sketch,Between 1919 and 1921,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 26/27,Between 1919 and 1921,,,,theatre_work_1919_1921
